Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;IconBlockOffset;IconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;IsInteractive;IsEditable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;ShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;SoundMaterialName;DiggingSoundsFolder;DiggingSoundsVolume;DestructionSoundsVolume;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;FireDuration;ExplosionResilience;DefaultExplosionPressure;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;FoodType;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
WoodenPostedSignBlock;木告示牌;物品;;117;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenpostedsign;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;15;3;;TRUE;Hack;3;1;0;;4;1;Signs can contain up to 4 lines of black or colored text. They can be affixed to a vertical surface, placed on a post anchored in the ground, or hung from the ceiling. A sign can be made to act as an internet link by specifying a URL (URLs only work in Adventure mode). When attached to a copper wire, the sign message will be displayed on the screen on the rising edge of an electric signal. Use \ (backslash) to continue message in the same line.
WoodenAttachedSignBlock;木告示牌;物品;;118;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 45;woodenattachedsign;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2;1;0;0;#WoodenPostedSignBlock;1;0;40;40;0;1;0.5;FALSE;FALSE;1;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;15;3;;TRUE;Hack;3;1;0;;4;1;
IronPostedSignBlock;铁告示牌;物品;;119;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironpostedsign;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;20;;TRUE;Quarry;3;1;0;;63;1;Signs can contain up to 4 lines of black or colored text. They can be affixed to a vertical surface, placed on a post anchored in the ground, or hung from the ceiling. A sign can be made to act as an internet link by specifying a URL (URLs only work in Adventure mode). When attached to a copper wire, the sign message will be displayed on the screen on the rising edge of an electric signal. Use \ (backslash) to continue message in the same line.
IronAttachedSignBlock;铁告示牌;物品;;120;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 45;ironattachedsign;-1;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2;1;0;0;#IronPostedSignBlock;1;0;40;40;0;1;3;FALSE;FALSE;1;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;20;;TRUE;Quarry;3;1;0;;63;1;
SmallGunpowderKegBlock;小炸药桶;物品;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;121;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;smallgunpowderkeg;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2;1;0;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;20;1;60;TRUE;Hack;3;1;0;;4;1;Gunpowder keg is a sealed, wooden container filled with gunpowder, with a short fuse attached on the top. The fuse can be lit with a match or initiated electrically. The keg will explode after several seconds with devastating force, destroying blocks and killing any creatures within the blast range. Certain blocks, such as stone, iron and diamond are more resilient to explosions than others. Use detonators to cause an instantaneous explosion without fuse delay.
MediumGunpowderKegBlock;中炸药桶;物品;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;122;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;mediumgunpowderkeg;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;4;1;0;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;20;1;240;TRUE;Hack;3;1;0;;4;1;Gunpowder keg is a sealed, wooden container filled with gunpowder, with a short fuse attached on the top. The fuse can be lit with a match or initiated electrically. The keg will explode after several seconds with devastating force, destroying blocks and killing any creatures within the blast range. Certain blocks, such as stone, iron and diamond are more resilient to explosions than others. Use detonators to cause an instantaneous explosion without fuse delay.
LargeGunpowderKegBlock;大炸药桶;物品;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;123;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;largegunpowderkeg;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;0.5;FALSE;FALSE;2;5;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;20;1;960;TRUE;Hack;3;1;0;;4;1;Gunpowder keg is a sealed, wooden container filled with gunpowder, with a short fuse attached on the top. The fuse can be lit with a match or initiated electrically. The keg will explode after several seconds with devastating force, destroying blocks and killing any creatures within the blast range. Certain blocks, such as stone, iron and diamond are more resilient to explosions than others. Use detonators to cause an instantaneous explosion without fuse delay.
MagnetBlock;磁铁;物品;;124;0,-0.25,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;60, 90, 0;magnet;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;20;;TRUE;Quarry;4;1;0;;63;1;Magnets attract compass needle allowing you to find direction home while out in the wild. Don't forget to place one close to your house! The compass will show direction to the nearest magnet, or to spawn location if there are no magnets. You can only place a limited number of magnets in the world.
GravestoneBlock;墓碑;物品;;125;0,0.1,0;1, 1, 1;1.3;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;gravestone;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;10;;TRUE;Quarry;6;1;0;;1;1;Gravestone marks a final resting place of past inhabitant of this land.
JackOLanternBlock;南瓜灯;物品;;126;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;jackolantern;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;1;8;0;#;1;1;40;40;0;1;0.5;FALSE;FALSE;0;0;Wood;Audio\Impacts\Wood;0.25;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;10;2;;TRUE;Hack;1.5;0;0;;102;1;Jack O'Lanterns are usually carved from ripe pumpkins during Halloween. They emit weak light.
FurBlock;毛;物品;;127;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;fur;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;60;1;Fur can be obtained by killing furry animals such as bears. It is a strong material with good insulating properties, perfect for making winter clothes.
LeatherBlock;皮;物品;;128;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;leather;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;213;1;Leather can be obtained by killing certain animals. It is a versatile material that can be used as a extremely durable, wear and tear resistant and waterproof fabric. It is also used to make saddles.
SaddleBlock;鞍;物品;;129;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;saddle;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;213;1;Saddle makes it possible to ride horses and other animals. A horse without a saddle will quickly dump the rider and run away.
BoatBlock;船;物品;;130;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;boat;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;4;1;Boat allows you to cross large areas of water safely and quickly.
TreasureGeneratorBlock;Treasure Generator;物品;;131;0,0,0;-1, 1, -1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;90, 0, 0;treasuregenerator;-1;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;4;1;
FeatherBlock;羽毛;物品;;132;0,0,0;0, 0, 1;0.8;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;feather;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;0.5;FALSE;FALSE;1;1;;;;;1;1;1;1;0.66;0.1;0;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;196;1;Feathers come from birds' tails and can be used as stabilizers in arrows.
StringBlock;绳子;物品;;133;0,0,0;0, 0, 1;0.8;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;string;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;0.5;FALSE;FALSE;1;1;;;;;1;1;1;1;0.66;0.1;0;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;197;1;Strings can be made from ivy.
CanvasBlock;帆布;物品;;134;0,0,0;0, 0, 1;0.8;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;canvas;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0.1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;8;;;;;;;0;;213;1;Canvas is a heavy fabric woven of cotton threads. It is good for making light clothes.
CarpetBlock;地毯;物品;CarpetBlockBehavior;135;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.12,0;90, 0, 0;carpet;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;1;#;1;0;40;40;1;1;0.5;FALSE;FALSE;1;5;Soft;Audio\Impacts\Soft;0.25;1;1;1;1;1;0.66;0.1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;10;1;;TRUE;Hack;2;1;0;;38;1;Carpet is a decorative material laid on the floor. Can be dyed by bathing in a paint bucket in a heated furnace.
CampfireBlock;篝火;物品;CampfireBlockBehavior;136;0,-0.25,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;60, 90, 0;campfire;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;1;15;0;;1;0;1;1;0;1;0.5;FALSE;FALSE;1;10;Wood;Audio\Impacts\Wood;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;1;;TRUE;Hack;2;1;0;;62;1;Campfire is easy to construct, provides heat, light and keeps predators away. You can make it bigger by throwing combustible items on top, such as sticks, leaves, wood blocks, planks etc.
GunpowderBlock;火药;物品;ThrowableBlockBehavior;137;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;gunpowder;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;0;40;40;0;1;0.5;FALSE;FALSE;2;10;;;;;1;1;1;1;0.66;1;1;-1;TRUE;FALSE;FALSE;15;0.9;0.1;FALSE;0;0;;60;;;;1;0;;225;1;A substance capable of burning in an oxygenless environment because it contains its own source of oxygen, saltpeter. When burning, gunpowder emits large amounts of hot gases. Will explode with devastating force if confined in a small volume, such as a keg, and ignited.
PigmentBlock;白色染料;物品;;138;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;pigment;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;1;0;40;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;1;0;;198;1;Pigment is the main constituent of paints. It can be obtained by firing limestone in the furnace until it turns to white powder. To make white paint, boil the pigment in water using the furnace.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ClothingBlock;服装;服装;;140;0,0,0;-1, 1, -1;0.7;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.12,0;0, 0, 0;clothing;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;1;1;;;;;1;1;1;1;0.66;1;1;15;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;197;1;衣服和防具用于保护穿戴者免受环境条件或者外来攻击的伤害。不同类型的服装可以通过服装界面来穿上或者脱下。可以通过在熔炉中用染料蒸馏来染色。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EggBlock;蛋;蛋;ThrowableBlockBehavior, EggBlockBehavior;142;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 0;egg;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;;;12;40;0;1;1.5;FALSE;FALSE;0;0;;;;;1;1;1;0;0.66;0;1;-1;TRUE;FALSE;FALSE;15;0.8;0.1;TRUE;0;0;;;;;;1;0.2;;208;1;Spawner egg. Bird eggs are occasionally laid by adult birds. If you look carefully, you may find and eat them. Cooking an egg will increase its nutritional value. Non-bird eggs are available in creative mode only and can be used to spawn all other animals. To spawn an animal in creative mode, throw the egg against a hard surface to smash it. Spawner eggs of some exotic animals are unavailable even in creative mode.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodenShovelBlock;木铲;工具;;144;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;woodenshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;2;1.5;1.5;1.5;0.66;1;1;40;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;213;1;铲子是用来挖掘疏松材料的工具，像沙子或者砾石。铲子可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的铲子耐久度更高并且挖掘速度更快。
StoneShovelBlock;石铲;工具;;145;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;stoneshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;3;1.5;1.5;1.5;0.66;1;2;80;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;229;1;铲子是用来挖掘疏松材料的工具，像沙子或者砾石。铲子可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的铲子耐久度更高并且挖掘速度更快。
CopperShovelBlock;铜铲;工具;;146;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;coppershovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;3.5;1.5;1.5;1.5;0.66;1;3;120;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;216;1;铲子是用来挖掘疏松材料的工具，像沙子或者砾石。铲子可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的铲子耐久度更高并且挖掘速度更快。
IronShovelBlock;铁铲;工具;;147;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;ironshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;4;1.5;1.5;1.5;0.66;1;3;240;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;216;1;铲子是用来挖掘疏松材料的工具，像沙子或者砾石。铲子可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的铲子耐久度更高并且挖掘速度更快。
DiamondShovelBlock;钻石铲;工具;;148;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;diamondshovel;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;4.5;1.5;1.5;1.5;0.66;1;4;720;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;233;1;铲子是用来挖掘疏松材料的工具，像沙子或者砾石。铲子可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的铲子耐久度更高并且挖掘速度更快。
WoodenPickaxeBlock;木镐;工具;;149;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;woodenpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1.5;4;1.5;1.5;0.66;1;1;25;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;214;1;镐是用来开凿坚硬方块的工具，例如石头和冰。镐可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的镐耐久度更高并且挖掘速度更快。
StonePickaxeBlock;石镐;工具;;150;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;stonepickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;6;1.5;1.5;0.66;1;2;50;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;230;1;镐是用来开凿坚硬方块的工具，例如石头和冰。镐可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的镐耐久度更高并且挖掘速度更快。
CopperPickaxeBlock;铜镐;工具;;151;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;copperpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;7;1.5;1.5;0.66;1;3;75;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;217;1;镐是用来开凿坚硬方块的工具，例如石头和冰。镐可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的镐耐久度更高并且挖掘速度更快。
IronPickaxeBlock;铁镐;工具;;152;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;ironpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;8;1.5;1.5;0.66;1;3;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;217;1;镐是用来开凿坚硬方块的工具，例如石头和冰。镐可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的镐耐久度更高并且挖掘速度更快。
DiamondPickaxeBlock;钻石镐;工具;;153;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;diamondpickaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;1.5;9;1.5;1.5;0.66;1;4;450;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;218;1;镐是用来开凿坚硬方块的工具，例如石头和冰。镐可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的镐耐久度更高并且挖掘速度更快。
WoodenAxeBlock;木斧;工具;;154;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;woodenaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1.5;1.5;3;5;0.25;1;1;25;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;228;1;斧头是用于砍柔软方块的工具，比如木头、木制品以及树叶。斧头可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的斧头耐久度更高并且挖掘速度更快。斧头也是强力的武器，但是很难用斧头击中移动中的目标。
StoneAxeBlock;石斧;工具;;155;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;stoneaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;1.5;5;7;0.25;1;2;50;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;231;1;斧头是用于砍柔软方块的工具，比如木头、木制品以及树叶。斧头可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的斧头耐久度更高并且挖掘速度更快。斧头也是强力的武器，但是很难用斧头击中移动中的目标。
CopperAxeBlock;铜斧;工具;;156;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;copperaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;1.5;6;8;0.25;1;3;75;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;232;1;斧头是用于砍柔软方块的工具，比如木头、木制品以及树叶。斧头可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的斧头耐久度更高并且挖掘速度更快。斧头也是强力的武器，但是很难用斧头击中移动中的目标。
